StockCode,Description,TotalQty,TotalRevenue,LastSold,FirstSold,NumOrders,DaysSinceLastSale
22979,PANTRY WASHING UP BRUSH,2077,3026.37,2011-12-08 14:38:00,2011-03-02 08:26:00,288,0
22980,PANTRY SCRUBBING BRUSH,1662,2752.1399999999994,2011-12-08 13:45:00,2011-02-16 13:02:00,231,0
22981,PANTRY APPLE CORER,291,421.95,2011-12-07 14:43:00,2011-03-03 15:02:00,71,1
22982,PANTRY PASTRY BRUSH,972,1230.73,2011-12-08 13:18:00,2011-03-02 12:18:00,145,0
22983,CARD BILLBOARD FONT,4065,1710.99,2011-12-07 13:46:00,2010-12-01 12:35:00,320,1
22984,CARD GINGHAM ROSE ,1646,692.14,2011-12-06 15:43:00,2010-12-05 15:46:00,126,2
22985,WRAP BILLBOARD FONTS DESIGN,1400,588.0,2011-12-09 11:34:00,2011-03-25 10:52:00,56,0
22985,"WRAP, BILLBOARD FONTS DESIGN",775,325.5,2011-05-10 11:44:00,2010-12-02 14:40:00,31,213
22986,GINGHAM ROSE WRAP,1775,745.5,2011-06-20 09:04:00,2010-12-02 13:32:00,71,172
22986,WRAP GINGHAM ROSE ,1926,808.92,2011-12-08 12:29:00,2011-06-07 09:13:00,78,1
22987,WRAP SUMMER ROSE DESIGN,100,42.0,2011-09-02 09:43:00,2011-05-03 10:30:00,4,98
22988,SOLDIERS EGG CUP ,2841,3555.3,2011-12-08 14:39:00,2010-12-01 11:49:00,282,0
22989,SET 2 PANTRY DESIGN TEA TOWELS,1485,4793.37,2011-12-08 20:01:00,2011-02-03 17:01:00,302,0
22990,COTTON APRON PANTRY DESIGN,401,1809.75,2011-12-08 19:57:00,2011-02-06 14:33:00,136,0
22991,GIRAFFE WOODEN RULER,1668,3357.24,2011-12-09 12:16:00,2011-02-17 12:01:00,221,0
22992,REVOLVER WOODEN RULER ,2214,4323.84,2011-12-09 12:16:00,2011-02-17 12:01:00,265,0
22993,SET OF 4 PANTRY JELLY MOULDS,7137,8961.78,2011-12-09 12:19:00,2011-02-16 15:13:00,807,0
22994,TRAVEL CARD WALLET RETROSPOT,1648,690.72,2011-12-08 18:42:00,2011-02-16 16:56:00,154,0
22995,TRAVEL CARD WALLET SUKI,1736,726.24,2011-12-08 18:42:00,2011-02-17 12:51:00,177,0
22996,TRAVEL CARD WALLET VINTAGE TICKET,3196,1339.44,2011-12-08 18:42:00,2011-02-17 12:51:00,279,0
22997,TRAVEL CARD WALLET UNION JACK,2093,877.62,2011-12-07 11:27:00,2011-02-17 13:47:00,174,2
22998,TRAVEL CARD WALLET KEEP CALM,5117,2161.64,2011-12-08 18:42:00,2011-02-16 16:56:00,389,0
22999,TRAVEL CARD WALLET RETRO PETALS,1081,452.58,2011-06-24 09:22:00,2011-02-17 12:51:00,87,168
22999,TRAVEL CARD WALLET VINTAGE LEAF,1080,453.6,2011-12-08 18:42:00,2011-07-01 12:52:00,93,0
23000,TRAVEL CARD WALLET TRANSPORT,2202,924.84,2011-12-09 08:48:00,2011-02-16 16:56:00,192,0
23002,TRAVEL CARD WALLET SKULLS,1500,628.56,2011-12-09 08:48:00,2011-02-16 16:56:00,133,0
23003,TRAVEL CARD WALLET VINTAGE ROSE ,349,145.14,2011-06-12 12:34:00,2011-02-16 16:56:00,51,180
23004,TRAVEL CARD WALLET PANTRY,1373,578.3,2011-12-08 15:09:00,2011-02-16 16:56:00,114,0
23005,TRAVEL CARD WALLET I LOVE LONDON,1802,756.84,2011-12-08 18:42:00,2011-02-17 13:47:00,146,0
23006,TRAVEL CARD WALLET FLOWER MEADOW,1525,639.06,2011-12-06 14:23:00,2011-02-16 16:56:00,127,2
23012,GLASS APOTHECARY BOTTLE PERFUME,977,3631.15,2011-12-08 13:27:00,2011-06-14 13:04:00,196,0
23013,GLASS APOTHECARY BOTTLE TONIC,864,3202.8,2011-12-08 13:45:00,2011-06-14 14:49:00,179,0
23014,GLASS APOTHECARY BOTTLE ELIXIR,796,2935.2000000000003,2011-12-08 14:39:00,2011-06-14 13:04:00,158,0
23016,GLASS TWIST BON BON JAR,24,159.60000000000002,2011-10-11 10:33:00,2011-06-16 16:57:00,2,59
23019,SMALL APOTHECARY MEASURING JAR ,49,365.05,2011-10-11 10:33:00,2011-06-28 08:50:00,6,59
23021,GLASS BONNE JAM JAR,117,475.95000000000005,2011-12-06 11:39:00,2011-06-22 11:59:00,25,3
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,176,366.08000000000004,2011-12-05 14:40:00,2011-06-20 15:47:00,18,3
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,164,272.23999999999995,2011-12-05 13:14:00,2011-06-20 15:47:00,21,3
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,74,213.86,2011-10-20 10:10:00,2011-06-22 15:41:00,6,50
23025,DRAWER KNOB VINTAGE GLASS BALL,317,669.61,2011-12-02 10:32:00,2011-06-27 08:50:00,46,7
23026,DRAWER KNOB VINTAGE GLASS STAR,407,845.13,2011-12-07 11:42:00,2011-06-27 08:50:00,52,2
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,227,472.16,2011-12-02 10:32:00,2011-06-22 14:38:00,26,7
23028,DOORKNOB CRACKED GLAZE BLUE,18,29.699999999999996,2011-07-13 16:48:00,2011-06-27 08:49:00,2,148
23028,DRAWER KNOB CRACKLE GLAZE BLUE,815,1354.59,2011-11-02 13:46:00,2011-06-14 13:51:00,107,36
23029,DOORKNOB CRACKED GLAZE GREEN,12,19.799999999999997,2011-07-04 15:13:00,2011-06-27 08:49:00,2,157
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1044,1722.5999999999997,2011-12-08 15:54:00,2011-06-14 13:51:00,133,0
23031,DOORKNOB CRACKED GLAZE PINK,12,19.799999999999997,2011-07-04 15:13:00,2011-06-27 08:49:00,2,157
23031,DRAWER KNOB CRACKLE GLAZE PINK,988,1630.1999999999998,2011-12-07 14:39:00,2011-06-14 13:51:00,133,1
23032,DOORKNOB CRACKED GLAZE IVORY,30,49.49999999999999,2011-08-23 10:31:00,2011-06-27 08:49:00,4,108
23032,DRAWER KNOB CRACKLE GLAZE IVORY,1470,2425.4999999999995,2011-11-27 11:05:00,2011-06-14 13:51:00,167,12
23033,DRAWER KNOB CERAMIC RED,439,634.15,2011-12-09 11:34:00,2011-06-14 13:51:00,56,0
23034,DRAWER KNOB CERAMIC BLACK,629,909.65,2011-12-09 11:34:00,2011-06-14 13:51:00,73,0
23035,DRAWER KNOB CERAMIC IVORY,1393,2028.4899999999998,2011-12-07 16:56:00,2011-06-14 13:15:00,155,1
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,182,227.5,2011-12-06 11:39:00,2011-06-22 11:59:00,15,3
23037,CANDLE HOLDER SILVER MADELINE,193,315.28999999999996,2011-12-09 12:16:00,2011-06-24 12:44:00,18,0
23038,T-LIGHT HOLDER SILVER SAUCER,41,38.029999999999994,2011-12-05 17:17:00,2011-07-11 14:46:00,6,3
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,370.79999999999995,2011-12-05 09:15:00,2011-06-19 10:35:00,22,4
23040,PAPER LANTERN 9 POINT SNOW STAR,12,69.0,2011-09-05 09:49:00,2011-05-05 18:16:00,4,95
23040,PAPER LANTERN 9 POINT SNOW STAR ,114,655.5,2011-12-09 11:34:00,2011-04-28 13:35:00,31,0
23041,PAPER LANTERN 6 POINT SNOW STAR,26,107.9,2011-09-05 09:49:00,2011-05-05 18:16:00,6,95
23041,PAPER LANTERN 9 POINT SNOW STAR,234,971.1,2011-12-09 11:34:00,2011-04-28 13:35:00,42,0
23042,PAPER LANTERN 7 POINT SNOW STAR,99,658.35,2011-12-01 19:24:00,2011-04-28 13:35:00,25,7
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,2011-05-11 12:44:00,2011-05-05 18:16:00,3,212
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,431.25,2011-11-24 12:30:00,2011-05-08 11:41:00,16,15
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,2011-08-11 13:41:00,2011-05-08 12:30:00,5,119
23044,PAPER LANTERN 9 POINT HOLLY STAR S,82,340.3,2011-12-01 13:28:00,2011-05-08 11:41:00,19,7
23045,PAPER LANTERN 5 POINT STAR MOON ,106,439.90000000000003,2011-11-29 15:23:00,2011-06-02 14:15:00,18,9
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,2011-08-11 13:41:00,2011-05-05 18:16:00,5,119
23046,PAPER LANTERN 9 POINT DELUXE STAR,107,711.5500000000001,2011-12-05 16:05:00,2011-05-08 11:41:00,33,3
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,287.5,2011-11-24 12:30:00,2011-05-08 11:41:00,21,15
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,2011-08-11 13:41:00,2011-05-08 12:30:00,4,119
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,359,1489.8500000000001,2011-12-05 16:05:00,2011-04-28 13:35:00,83,3
23049,RECYCLED ACAPULCO MAT RED,20,149.0,2011-05-18 10:47:00,2011-05-18 10:47:00,1,205
23050,RECYCLED ACAPULCO MAT GREEN,29,216.05,2011-10-18 12:56:00,2011-06-02 17:50:00,2,51
23051,RECYCLED ACAPULCO MAT BLUE,28,208.6,2011-07-05 10:54:00,2011-06-02 17:50:00,2,157
23052,RECYCLED ACAPULCO MAT TURQUOISE,20,149.0,2011-05-18 10:47:00,2011-05-18 10:47:00,1,205
23053,RECYCLED ACAPULCO MAT PINK,42,312.9,2011-10-18 12:56:00,2011-05-18 10:47:00,3,51
23054,RECYCLED ACAPULCO MAT LAVENDER,6,44.7,2011-06-02 17:50:00,2011-06-02 17:50:00,1,189
23055,IVORY CHANDELIER T-LIGHT HOLDER,80,500.0,2011-11-06 15:20:00,2011-04-19 14:56:00,30,32
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,2011-05-11 12:44:00,2011-05-11 12:44:00,1,212
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,91,568.75,2011-10-17 12:41:00,2011-04-19 14:56:00,27,53
23057,BEADED CHANDELIER T-LIGHT HOLDER,115,560.45,2011-11-16 12:25:00,2011-04-18 13:17:00,27,23
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,30,148.5,2011-07-01 11:32:00,2011-05-11 12:44:00,6,161
23058,CHRISTMAS HANGING SNOWFLAKE,450,392.58000000000004,2011-12-07 11:42:00,2011-09-14 09:27:00,43,2
23060,HEART BEADED TRELLIS DECORATION,244,507.52000000000004,2011-12-07 13:12:00,2011-04-18 10:41:00,39,1
23061,VINTAGE EMBOSSED HEART,814,1012.46,2011-12-06 14:30:00,2011-04-19 13:57:00,82,2
23061,VINTAGE ENGRAVED HEART,60,75.0,2011-06-09 09:28:00,2011-05-11 11:57:00,4,183
23066,SMALL DECO JEWELLERY STAND,24,178.8,2011-09-06 09:51:00,2011-09-06 09:51:00,1,94
23067,HANGING ENGRAVED METAL HEART,274,1137.1000000000001,2011-12-07 13:12:00,2011-04-26 16:45:00,71,1
23068,ALUMINIUM HEART,30,74.7,2011-07-01 11:32:00,2011-05-11 12:44:00,6,161
23068,ALUMINIUM STAMPED HEART,615,1528.0700000000002,2011-12-06 11:58:00,2011-04-18 14:01:00,121,3
23069,EDWARDIAN PHOTO FRAME,87,543.75,2011-12-04 13:00:00,2011-04-26 15:04:00,31,4
23070,EDWARDIAN HEART PHOTO FRAME,147,610.0500000000001,2011-12-04 13:00:00,2011-05-04 14:11:00,33,4
23071,MARIE ANTOINETTE TRINKET BOX GOLD,24,72.0,2011-10-24 11:21:00,2011-10-24 11:21:00,1,46
23072,MARIE ANTOINETTE TRINKET BOX SILVER,24,72.0,2011-10-24 11:21:00,2011-10-24 11:21:00,1,46
23074,EMBOSSED HEART TRINKET BOX,173,358.1,2011-12-08 13:50:00,2011-09-11 13:51:00,34,0
23075,DOUBLE CERAMIC PARLOUR HOOK,22,91.30000000000001,2011-09-06 12:02:00,2011-04-18 14:21:00,5,94
23075,PARLOUR CERAMIC WALL HOOK,365,1514.75,2011-12-08 12:07:00,2011-04-18 16:31:00,70,1
23076,ICE CREAM SUNDAE LIP GLOSS,4848,6060.0,2011-12-08 12:44:00,2011-03-24 09:44:00,204,1
23077,DOUGHNUT LIP GLOSS ,4714,5892.5,2011-12-09 11:59:00,2011-03-24 08:44:00,238,0
23078,ICE CREAM PEN LIP GLOSS ,4223,5278.75,2011-12-07 12:11:00,2011-03-24 13:54:00,179,2
23080,RED METAL BOX TOP SECRET,80,600.0,2011-12-07 15:16:00,2011-05-26 15:19:00,5,1
23081,GREEN METAL BOX ARMY SUPPLIES,112,840.0,2011-12-07 15:16:00,2011-05-26 15:19:00,7,1
23082,SET 6 PAPER TABLE LANTERN HEARTS ,1492,5583.96,2011-12-09 08:59:00,2011-05-11 11:57:00,249,0
23083,SET 6 PAPER TABLE LANTERN STARS ,1220,4582.51,2011-12-08 17:37:00,2011-05-16 09:57:00,197,0
23084,RABBIT NIGHT LIGHT,6425,12614.4,2011-12-09 12:31:00,2011-05-10 14:20:00,655,0
23086,ZINC  STAR T-LIGHT HOLDER ,351,438.75,2011-12-05 10:18:00,2011-05-16 15:47:00,26,4
23086,ZINC STAR T-LIGHT HOLDER ,8,10.0,2011-05-26 13:13:00,2011-05-26 13:13:00,1,196
23087,ZINC  HEART T-LIGHT HOLDER,606,754.14,2011-11-25 14:00:00,2011-05-13 12:13:00,46,13
23088,ZINC HEART FLOWER T-LIGHT HOLDER,728,913.9,2011-12-07 12:49:00,2011-05-13 12:13:00,56,2
23089,GLASS BON BON JAR,1127,1990.4699999999998,2011-12-04 14:55:00,2011-05-12 15:17:00,125,4
23090,VINTAGE GLASS T-LIGHT HOLDER,1337,1112.9499999999998,2011-12-07 13:53:00,2011-05-16 08:13:00,112,1
23091,METAL HERB GERDEN CONTAINER,24,139.68,2011-09-12 09:41:00,2011-05-13 12:13:00,5,88
23091,ZINC HERB GARDEN CONTAINER,532,3242.44,2011-11-10 18:04:00,2011-05-11 09:28:00,185,28
23092,LARGE ANTIQUE WHITE PHOTO FRAME,84,544.6800000000001,2011-12-06 10:30:00,2011-05-17 12:57:00,7,3
23093,SMALL PARISIENNE HEART PHOTO FRAME ,723,1786.67,2011-12-02 11:16:00,2011-05-11 12:32:00,121,7
23096,PETIT TRAY CHIC,741,1234.1299999999999,2011-12-05 17:17:00,2011-05-10 16:00:00,113,3
23099,FRENCH CARRIAGE LANTERN,132,858.9000000000001,2011-12-07 14:12:00,2011-05-16 14:30:00,54,1
23100,SILVER BELLS TABLE DECORATION,1790,2232.46,2011-12-08 13:50:00,2011-05-11 11:57:00,208,0
23101,SILVER STARS TABLE DECORATION,1534,1270.58,2011-12-08 11:43:00,2011-05-12 12:01:00,184,1
23102,SILVER HEARTS TABLE DECORATION,983,813.2499999999999,2011-12-04 13:00:00,2011-05-11 11:57:00,135,4
23103,BELL HEART DECORATION,108,178.2,2011-09-12 09:41:00,2011-05-11 12:44:00,8,88
23103,JINGLE BELL HEART DECORATION,3319,5461.949999999999,2011-12-09 10:51:00,2011-05-12 18:49:00,300,0
23106,ZINC HEARTS PLANT POT HOLDER,275,746.15,2011-12-08 12:26:00,2011-05-13 10:44:00,49,1
23106,ZINC PLANT POT HOLDER,8,23.12,2011-05-13 12:13:00,2011-05-13 12:13:00,1,210
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,873.5600000000001,2011-12-08 14:38:00,2011-05-13 10:44:00,59,0
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,2011-05-26 10:25:00,2011-05-12 15:21:00,2,197
23108,SET OF 10 LED DOLLY LIGHTS,1363,8035.59,2011-12-08 14:39:00,2011-05-11 10:18:00,340,0
23109,LED TEA LIGHTS,463,1333.27,2011-10-03 13:39:00,2011-05-11 12:53:00,52,66
23109,PACK OF SIX LED TEA LIGHTS,1133,3280.17,2011-12-08 13:47:00,2011-07-17 12:26:00,165,0
23110,PARISIENNE KEY CABINET ,630,3515.3,2011-12-09 12:00:00,2011-05-11 10:32:00,218,0
23112,PARISIENNE CURIO CABINET,471,3437.3,2011-12-07 15:19:00,2011-05-11 12:47:00,183,1
23113,PANTRY CHOPPING BOARD,124,613.8000000000001,2011-12-07 15:43:00,2011-09-16 10:02:00,39,1
23114,VINTAGE LEAF CHOPPING BOARD  ,108,534.6,2011-12-07 08:45:00,2011-09-30 13:54:00,40,2
23115,RED APPLES CHOPPING BOARD   ,108,534.6,2011-12-07 14:12:00,2011-09-30 13:54:00,37,1
23116,VEGETABLE GARDEN CHOPPING BOARD,34,168.3,2011-12-05 14:39:00,2011-09-30 15:04:00,16,3
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,2011-12-06 14:23:00,2011-09-30 13:54:00,39,2
23118,PARISIENNE JEWELLERY DRAWER ,629,4622.3,2011-12-09 09:45:00,2011-05-10 15:05:00,223,0
23119,PACK OF 6 LARGE FRUIT STRAWS ,1267,797.51,2011-12-05 17:17:00,2011-06-17 08:57:00,108,3
23120,PACK OF 6 SMALL FRUIT STRAWS,897,376.74,2011-12-06 12:21:00,2011-06-17 12:22:00,74,3
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1212,509.04,2011-12-06 12:21:00,2011-06-17 12:22:00,81,3
23122,PARTY CHARMS 50 PIECES,745,618.3499999999999,2011-12-09 11:34:00,2011-06-17 11:38:00,85,0
23123,COCKTAIL SWORDS 50 PIECES,477,395.90999999999997,2011-12-08 13:50:00,2011-06-17 11:38:00,63,0
23124,18PC WOODEN CUTLERY SET DISPOSABLE,231,288.75,2011-10-11 13:49:00,2011-06-17 13:17:00,21,58
23125,6PC WOOD PLATE SET DISPOSABLE,105,131.25,2011-11-27 14:50:00,2011-06-17 14:46:00,15,11
23126,DOLLCRAFT GIRL AMELIE,36,178.2,2011-05-19 19:32:00,2011-03-08 14:47:00,8,203
23126,DOLLCRAFT GIRL AMELIE KIT,26,128.7,2011-05-19 10:38:00,2011-03-02 16:26:00,7,204
23126,FELTCRAFT GIRL AMELIE KIT,907,4441.650000000001,2011-12-09 12:20:00,2011-03-03 13:45:00,249,0
23127,DOLLCRAFT GIRL NICOLE,68,336.6,2011-05-19 10:38:00,2011-03-02 16:26:00,12,204
23127,FELTCRAFT GIRL NICOLE KIT,608,2980.8,2011-12-09 08:59:00,2011-03-03 12:06:00,168,0
23128,DOLLCRAFT BOY JEAN-PAUL ,42,207.9,2011-05-19 10:38:00,2011-03-04 14:42:00,11,204
23128,FELTCRAFT BOY JEAN-PAUL KIT,348,1700.44,2011-12-08 12:50:00,2011-03-03 13:45:00,116,1
23129,HEART SHAPED HOLLY WREATH,746,3086.3,2011-12-01 13:18:00,2011-05-18 15:39:00,151,7
23130,MISELTOE HEART WREATH ,32,132.8,2011-10-05 08:53:00,2011-05-18 15:39:00,4,65
23130,MISTLETOE HEART WREATH GREEN,654,2709.3,2011-12-04 14:45:00,2011-05-01 11:55:00,154,4
23131,MISELTOE HEART WREATH WHITE,30,124.50000000000001,2011-10-05 08:53:00,2011-05-18 15:39:00,3,65
23131,MISTLETOE HEART WREATH CREAM,429,1775.5500000000002,2011-12-08 19:29:00,2011-04-26 16:45:00,98,0
23132,SMALL IVORY HEART WALL ORGANISER,412,2273.46,2011-12-08 20:01:00,2011-04-19 16:52:00,132,0
23133,LARGE IVORY HEART WALL ORGANISER,192,1314.68,2011-12-08 18:25:00,2011-04-20 13:18:00,20,0
23134,LARGE ZINC HEART WALL ORGANISER,67,443.1,2011-07-22 17:21:00,2011-04-20 13:18:00,7,139
23135,SMALL ZINC HEART WALL ORGANISER,171,840.36,2011-12-08 18:25:00,2011-04-19 16:52:00,35,0
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,467.05,2011-12-06 12:45:00,2011-04-21 10:19:00,44,3
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,253.24,2011-12-07 11:48:00,2011-04-21 16:53:00,20,2
23138,SINGLE WIRE HOOK IVORY HEART,572,829.4,2011-11-22 15:45:00,2011-04-21 10:19:00,73,16
23139,SINGLE WIRE HOOK PINK HEART,156,189.88,2011-12-07 14:34:00,2011-04-21 10:19:00,21,1
23140,TRIPLE WIRE HOOK IVORY HEART,159,650.25,2011-11-13 14:09:00,2011-04-19 16:52:00,34,25
23141,TRIPLE WIRE HOOK PINK HEART,68,215.00000000000003,2011-12-09 08:39:00,2011-04-19 16:52:00,18,0
23143,ZINC WIRE KITCHEN ORGANISER,16,63.2,2011-12-09 10:46:00,2011-12-05 16:03:00,6,0
23144,ZINC T-LIGHT HOLDER STARS SMALL,2698,2248.7,2011-12-08 14:38:00,2011-04-21 16:26:00,214,0
23145,ZINC T-LIGHT HOLDER STAR LARGE,1622,1539.6599999999999,2011-12-09 12:31:00,2011-04-21 10:52:00,141,0
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,22.799999999999997,2011-07-18 11:41:00,2011-05-23 14:16:00,2,144
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,778,2526.02,2011-12-05 13:10:00,2011-04-19 13:49:00,211,3
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843,2669.95,2011-12-08 14:38:00,2011-04-21 08:43:00,250,0
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1993,1651.7899999999997,2011-12-08 14:39:00,2011-04-21 08:43:00,228,0
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,2011-05-24 12:12:00,2011-05-03 11:59:00,4,199
23149,ANTIQUE IVORY WIRE BOWL SMALL,97,241.53000000000003,2011-11-29 13:06:00,2011-05-03 11:34:00,19,9
23150,IVORY SWEETHEART SOAP DISH,139,346.11,2011-12-05 15:43:00,2011-04-21 10:19:00,40,3
23151,ZINC SWEETHEART SOAP DISH,59,104.41000000000001,2011-12-09 10:46:00,2011-05-05 13:14:00,19,0
23152,IVORY SWEETHEART WIRE LETTER RACK ,493,1835.79,2011-12-04 12:52:00,2011-04-20 11:19:00,148,4
23153,ZINC SWEETHEART WIRE LETTER RACK,248,923.63,2011-12-08 15:02:00,2011-04-18 14:32:00,78,0
23154,SET OF 4 JAM JAR MAGNETS,1637,3395.9700000000003,2011-12-07 15:02:00,2011-03-25 11:01:00,206,1
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1362,1125.1799999999998,2011-12-08 15:31:00,2011-03-25 11:01:00,101,0
23156,SET OF 5 MINI GROCERY MAGNETS,1199,2489.7400000000002,2011-12-08 15:31:00,2011-03-25 11:01:00,179,0
23157,SET OF 6 NATIVITY MAGNETS ,1227,2568.56,2011-11-28 17:09:00,2011-03-31 13:40:00,134,10
23158,SET OF 5 LUCKY CAT MAGNETS ,1576,3286.12,2011-12-08 15:31:00,2011-03-30 15:52:00,176,0
23159,SET OF 5 PANCAKE DAY MAGNETS,1511,3133.8900000000003,2011-11-28 15:34:00,2011-03-25 11:01:00,186,10
23160,REGENCY TEA SPOON,646,794.9,2011-11-25 14:02:00,2011-05-04 14:11:00,48,13
23161,REGENCY CAKE FORK,826,1019.9,2011-11-29 09:42:00,2011-05-04 14:11:00,58,10
23162,REGENCY TEA STRAINER,690,2578.36,2011-12-05 17:17:00,2011-04-27 14:48:00,128,3
23163,REGENCY SUGAR TONGS,922,2272.82,2011-12-08 09:55:00,2011-04-27 12:49:00,118,1
23164,REGENCY CAKE SLICE,311,1523.45,2011-12-04 15:18:00,2011-05-03 12:12:00,73,4
23165,LARGE CERAMIC TOP STORAGE JAR,1798,2947.4999999999995,2011-12-08 14:38:00,2011-05-12 12:11:00,204,0
23166,MEDIUM CERAMIC TOP STORAGE JAR,1445,1806.25,2011-12-07 12:16:00,2011-05-12 12:11:00,164,2
23167,SMALL CERAMIC TOP STORAGE JAR ,1560,1301.1999999999998,2011-12-05 09:03:00,2011-05-12 12:11:00,148,4
23168,CLASSIC CAFE SUGAR DISPENSER,1417,1772.46,2011-12-09 08:48:00,2011-05-12 16:52:00,182,0
23168,CLASSIC SUGAR DISPENSER,108,135.0,2011-06-30 10:09:00,2011-05-12 08:42:00,9,162
23169,CLASSIC GLASS COOKIE JAR,1248,5035.200000000001,2011-12-06 17:49:00,2011-05-12 15:26:00,246,2
23169,CLASSIC GLASS SWEET JAR,119,479.45000000000005,2011-08-11 13:41:00,2011-05-12 10:10:00,14,119
23170,REGENCY TEA PLATE ROSES ,3107,5138.19,2011-12-08 19:55:00,2011-05-10 10:34:00,284,0
23171,REGENCY TEA PLATE GREEN ,2526,4175.299999999999,2011-12-08 19:55:00,2011-05-10 10:34:00,236,0
23172,REGENCY TEA PLATE PINK,2188,3603.8799999999997,2011-12-08 19:55:00,2011-05-10 10:34:00,197,0
23174,REGENCY SUGAR BOWL GREEN,1561,6319.75,2011-12-07 15:43:00,2011-05-10 10:34:00,259,1
23175,REGENCY MILK JUG PINK ,1594,4958.0,2011-12-06 14:52:00,2011-05-10 10:34:00,262,2
23176,ABC TREASURE BOOK BOX ,958,2160.16,2011-12-08 10:33:00,2011-03-02 12:10:00,178,1
23177,TREASURE ISLAND BOOK BOX,984,2214.0,2011-12-05 11:49:00,2011-03-02 12:10:00,208,4
23178,JAM CLOCK MAGNET,237,659.19,2011-12-09 09:07:00,2011-03-03 15:02:00,54,0
23179,CLOCK MAGNET MUM'S KITCHEN,196,568.96,2011-12-08 15:31:00,2011-03-03 15:02:00,38,0
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,2011-12-08 19:24:00,2011-03-04 09:46:00,36,0
23181,BULL DOG BOTTLE TOP WALL CLOCK,56,420.0,2011-12-01 12:13:00,2011-03-09 14:14:00,6,8
23182,TOILET SIGN OCCUPIED OR VACANT,2946,2470.25,2011-12-09 12:00:00,2011-03-01 17:32:00,247,0
23183,MOTHER'S KITCHEN SPOON REST ,178,690.71,2011-11-24 13:56:00,2011-03-03 15:02:00,58,14
23184,BULL DOG BOTTLE OPENER,588,2894.6000000000004,2011-12-09 08:48:00,2011-03-06 10:05:00,186,0
23185,FRENCH STYLE STORAGE JAR JAM,221,87.00999999999999,2011-12-06 13:42:00,2011-03-04 14:42:00,27,2
23186,FRENCH STYLE STORAGE JAR CAFE ,332,124.96,2011-12-05 11:49:00,2011-03-08 17:23:00,42,4
23187,FRENCH STYLE STORAGE JAR BONBONS,244,87.8,2011-11-03 16:56:00,2011-03-08 12:05:00,33,35
23188,VINTAGE  2 METER FOLDING RULER,1445,2386.7699999999995,2011-10-25 08:26:00,2011-06-14 09:43:00,149,45
23188,VINTAGE  2 METRE FOLDING RULER,863,1441.9899999999998,2011-12-08 14:15:00,2011-10-06 19:49:00,118,0
23189,SET OF 12 FORK CANDLES,633,1829.37,2011-12-08 13:50:00,2011-08-10 16:19:00,101,0
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1294,2134.3399999999997,2011-12-09 11:34:00,2011-05-09 16:35:00,173,0
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,98.99999999999999,2011-05-22 11:52:00,2011-05-10 10:30:00,5,201
23191,BUNDLE OF 3 RETRO NOTE BOOKS,1583,2628.3499999999995,2011-12-08 15:09:00,2011-05-10 08:58:00,229,0
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2069,3418.7699999999995,2011-12-08 12:07:00,2011-05-11 10:47:00,293,1
23193,BUFFALO BILL TREASURE BOOK BOX,499,1121.97,2011-12-09 11:34:00,2011-03-02 12:10:00,131,0
23194,GYMKHANA TREASURE BOOK BOX,574,1293.83,2011-12-09 11:34:00,2011-03-03 13:45:00,150,0
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,2011-09-05 12:06:00,2011-03-02 12:10:00,14,95
